Project,File,Key,Comment,,Comment.af,.af,Comment.da,.da,Comment.de,.de,Comment.es,.es,Comment.fi,.fi,Comment.fr,.fr,Comment.hu,.hu,Comment.it,.it,Comment.lt,.lt,Comment.lv,.lv,Comment.nl,.nl,Comment.no,.no,Comment.pl,.pl,Comment.pt,.pt,Comment.ru,.ru,Comment.sk,.sk,Comment.sr,.sr,Comment.tr,.tr,Comment.uk,.uk,Comment.zh-CHS,.zh-CHS
AgOpenGPS,Culture\gStr,gsS_East,,SE,,zSE,,SydØst,,Südosten,,Este,,Kaakko,,Est,,Délkelet,,Sud Est,,Pietryčiai,,DAustrumi,,ZuidOost,,Sørøst,,Pd-Wsch,,SE,,Юго-Восток,,Východ,,Jugoistok,,GD,,Південний Схід,,东
AgOpenGPS,Culture\gStr,gsS_West,,SW,,zSW,,SydVest,,Südwesten,,SudOeste,,Lounas,,Sud Ouest,,Délnyugat,,Sud Ovest,,Pietvakariai,,DRietumi,,ZuidWest,,Sørvest,,Pd-Zach,,SO,,Юго-Запад,,JuhZápad,,Jugo zapad,,GB,,Південний Захід,,西
AgOpenGPS,Culture\gStr,gsSaveAndReturn,,Save and Return,,zSave and Return,,Gem Og Vend Tilbage,,Speichern und zurück,,Guardar y Volver,,Tallenna ja palaa,,Sauver et retour,,Mentés és visszatérés,,Salva E Ritorna,,Išsaugoti ir grįžti,,Saglabāt un atgriezties,,Opslaan en terug,,Lagre og returner,,Zapisz i powróć,,Salvar e retornar,,Сохранить и вернуться,,Uložiť a vrátiť,,Sačuvaj,,Kaydet ve Geri Dön,,Зберег. і повернутись,,保存并返回
AgOpenGPS,Culture\gStr,gsSaveAs,,Save As,,zSave As,,Gem Som,,Speichern unter,,Guardar como,,Tallenna nimellä,,Enregistrer sous,,Mentés másként,,Salva Come,,Įrašyti kaip,,Saglabāt kā,,Opslaan als,,Lagre som,,Zapisz jako,,Salvar como,,Сохранить как,,Uložiť ako,,Sačuvaj kao,,Farklı kaydet,,Зберегти як,,保存为
AgOpenGPS,Culture\gStr,gsScreenButtons,,Screen Buttons,,,,Skærm knapper,,Bildschirmtasten,,,,Näytön Napit,,Ecran bouttons,,Kijelző gombok,,Pulsanti a Schermo,,Ekrano mygtukai,,Ekrāna pogas,,Scherm Knoppen,,Skjermknapper,,Przyciski ekranowe,,,,Кнопки на экране,,,,Dugmad ekrana,,,,,,
AgOpenGPS,Culture\gStr,gsSectionColorsSet,,Set Section Colors,,,,Indstil section farver,,Sektionsfarben,,,,Aseta Lohkojen Värit,,Couleurs de sections,,Szakasz színek,,Colori delle Sezioni,,Nustatyti sekcijų spalvas,,Iestatiet sekciju krāsas,,Stel sectie kleuren in,,Sett seksjonsfarger,,Ustaw kolory sekcji,,,,Настройка цветов секций,,,,Podešavanje boja sekcija,,,,,,
AgOpenGPS,Culture\gStr,gsSectionLines,,Section Lines,,,,Sektion linjer,,Abschnitts Linien,,,,Lohkojen Linjat,,Lignes de sections,,Szakasz határvonalak,,Linee di Sezione,,Sekcijų linijos,,Sekciju līnijas,,Sectie scheidingslijnen,,Seksjonslinjer,,Linie sekcji,,,,Разделительные линии прохода,,,,Linije sekcija,,,,,,
AgOpenGPS,Culture\gStr,gsSections,,Sections:,,,,Sektioner,,Reihen:,,,,Lohkoja:,,Sections:,,Szakaszok:,,Sezioni:,,Sekcijos:,,Sekcijas:,,Secties:,,Skesjoner:,,Sekcje:,,,,Секции:,,,,Sekcije: ,,,,,,
AgOpenGPS,Culture\gStr,gsSelectButtons,,Select Buttons,,,,Vælg knapper,,Auswahl Tasten,,,,Valitse Napit,,Selec. boutons,,Gombok választása,,Pulsanti di Selezione,,Pasirinkti mygtukus,,Izvēlieties Pogas,,Kies Knoppen,,Velg knapper,,Wybierz przyciski,,,,Выберите кнопки,,,,Izaberi dugme,,,,,,
AgOpenGPS,Culture\gStr,gsSelectPreset,,Select Preset Color,,,,Vælg preset farve,,Voreingestellte Farbe auswählen,,,,Valitse Oletus Väri,,Couleurs prédéfinie,,Előredefiniált színek,,Selezione Colore Preimpostato,,Pasirinkti numatytą spalvą,,Izvēlieties noklusējuma krāsu,,Kies kleuren Preset,,Velg forhåndsinnstilt farge,,,,,,Выбор цвета,,,,Izaberi boju,,,,,,
AgOpenGPS,Culture\gStr,gsSendAndSave,,Send + Save,,,,Send + gem,,Senden + Speichern,,,,Lähetä ja Tallenna,,Envoyer + Sauver,,Ment és küld,,Invia + Salva,,Užkrauti ir išsaugoti,,Sūtīt + Saglabāt,,Verstuur + Opslaan,,Send + Lagre,,Wyślij + Zapisz,,,,Сохранить,,,,Pošalji i sačuvaj,,,,,,
AgOpenGPS,Culture\gStr,gsSentToMachineModule,,Sent To Machine Module,,zSent To Machine Module,,Send Til Maskinmodul,,Zum Maschinen Modul senden,,Enviar al módulo PCB,,Lähetetty konemoduuliin,,Envoyer au module Machine,,Eszközmodulra elküldve,,Invia Al Modulo Attrezzo,,Išsiųsta į mašinos modulį,,Nosūtīts uz mašīnas moduli,,Verstuur naar machine-besturing,,Sendt til maskinmodul,,Wysłano do modułu maszyny,,Enviado para o módulo da máquina,,Отправлено в машинный модуль,,Poslať do Modulu stroja,,Poslato na modul mašine,,Makine Modülüne Gönderildi,,Відправлено в Машинний модуль,,发送到机器
AgOpenGPS,Culture\gStr,gsSetPoint,,SetPoint,,zSetPoint,,Setpunkt,,Sollwert,,Punto de ajuste,,Asetuspiste,,Consigne,,Pontbeállítás,,Impostato,,Nustatytas taškas,,Iestatīt punktu,,Setpunt,,Sett punkt,,Ustaw punkt,,Ponto de ajuste,,Заданное значение,,Požadovaný,,Podesi tačku,,Ayar Noktası,,Точка встановл.,,设置点
AgOpenGPS,Culture\gStr,gsShiftGPSPosition,,Shift GPS Position (cm),,zShift GPS Position (cm),,Skift GPS Position cm,,GPS Position verschieben (cm),,Cambiar posición GPS(cm),,Siirrä GPS -sijainti (CM),,Décaler la position GPS (cm),,GPS pozíció elmozdítása (cm),,Sposta La Posizione GPS (cm),,Paslinkti GPS padėtį (cm),,GPS pozīcijas maiņa (cm),,Verschuif GPS Positie (cm),,Forskyv GPS-posisjon (cm),,Przesunięcie pozycji GPS (cm),,Mudar posição GPS (cm),,Сдвиг положения GPS (см),,Posun GPS pozície (cm),,Pomeraj pocizije (cm),,GPS Konumunu Değiştir (cm),,Зсув GPS позиц. (см),,偏移GPS位置 (cm)
AgOpenGPS,Culture\gStr,gsShutdown,,Shutdown,,,,,,Herunterfahren,,,,Sammuta,,Fermer,,Leállítás,,Spegnimento,,Išjingti,,Izslēgšana,,Uit zetten,,Nedstengning,,Zamknij,,,,Выключение,,,,Gašenje,,,,,,
AgOpenGPS,Culture\gStr,gsShutdownIn,,Shutdown in:,,,,,,Herunterfahren in:,,,,Sammuu:,,Fermer dans:,,Leállítás másodperc múlva:,,Spegnimento In:,,Išjungti už:,,Izslēgšana:,,Uitzetten over:,,,,Zamknij w:,,,,Выключение:,,,,Gašenje za,,,,,,
AgOpenGPS,Culture\gStr,gsSideHillComp,,Side Hill per Degree Compensation,,,,,,Seitenzug,,,,Sivuttaisen kallistuksen komepensointi / aste,,Compensation inclinaison,,Extra kormányszög a dőlés arányában,,Compensatore di Pendenza Collina,,Pakalnės posvyrio kompensacija,,Nogāzes slīpuma kompensācija,,Helling-Compensatie,,Sidehelling kompensasjon per grad,,,,,,,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsSimpleTramLines,,Simple Trams Creator,,,,Dan Simpel kørespor ,,Fahrgassen,,,,Ajourien luonti (suppea),,,,Egyszerű művelőt készítő,,Configurazione Corsie di Passaggio,,Paprastų vėžių kūrimas,,Vienkāršu teh. sliežu veidošna,,Maak Eenvoudige Spuitpaden,,Lag enkle sprøytespor,,Prosty kreator Ścieżek,,,,Создание тех.колеи,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsSimulatorOn,,Simulator On,,zSimulator On,,Simulator Tændt,,Simulator Ein,,Simulador Activado,,Simulaattori päällä,,Simulateur,,Szimulátor bekapcsolva,,Simulatore Attivo,,Simuliatorius įjungtas,,Simulators ieslēgts,,Simulator Aan,,Simulator på,,Włącz symulator,,Simulador ativado,,Симулятор включен,,Simulátor zapnutý,,Simulator aktivan,,Simülatör Açık,,Тренажер включ.,,仿真打开
AgOpenGPS,Culture\gStr,gsSingleAntennaSetting,,Single Antenna Settings,,,,,,Single Setup,,,,Asetukset 1 GPS-antenni,,Paramètre simple antenne,,1 antennás beállítások,,Configurazioni Singola Antenna,,Vienos antenos sist. nustatymai,,Iestatījumi sistēmai ar vienu antenu,,1 Antenne,,Innstillinger for én antenne,,Ustawienia pojedynczej anteny,,,,Настройки с одной антенной,,,,Podešavanje jedne antene,,,,,,
AgOpenGPS,Culture\gStr,gsSlow,,Slow,,,,Langsom,,Langsam,,,,Hidas,,Lent,,Lassú,,Rallenta,,,,Lēni,,Traag,,Sakte,,Powoli,,,,,,,,Polako,,,,,,
AgOpenGPS,Culture\gStr,gsSlowDownBelow,,Slow Down Below,,zSlowDownBelow,,Kør langsommere end!,,Langsamer fahren als,,Reduzca la velocidad por debajo,,Hidasta alle,,Ralentir en dessous,,Lassíts le ez alá,,Guida sotto i,,Sulėtinkite tempą ,,Palēnināt zemāk,,Vertraag hieronder,,Sakke ned under,,Zwolnij poniżej,,Desacelere abaixo,,Уменьшить скорость,,Spomaľ  pod,,Uspori ispod,,,,Сповільни свій темп нижче,,
AgOpenGPS,Culture\gStr,gsSmooth,,Smooth,,,,Udglat,,Glätten,,,,Sileä,,Lisser,,Simítás,,Smussare ,,Gludinimas,,Nogludināt,,Afvlakken,,Jevn ut,,,,,,Плавно,,,,Ublaži,,,,,,
AgOpenGPS,Culture\gStr,gsSmoothABCurve,,Smooth AB Curve,,zSmooth AB Curve,,Udglat Ab Kurve,,A-B-Kurve glätten,,Curva AB Suave,,Tasoita AB -käyrä,,Courbe AB lisse,,AB görbe simítása,,Smussare Curva AB,,Gludinta AB kreivė,,Nogludināt AB līkni,,AB-curve Glad strijken,,Jevn ut AB-kurve,,Wygładzanie krzywej AB,,Curva AB suave,,Сглаживание кривой (АВ),,Vyrovnať AB krivku,,Ublaži AB krivu,,Düzgün AB Eğrisi,,Зглаж. крива АВ,,优化AB线
AgOpenGPS,Culture\gStr,gsSort,,Sort,,zSort,,Sorter,,Sortieren,,Ordenar,,Järjestä,,Trier,,Rendezés,,Ordina,,Rikiuoti,,Kārtot,,Sorteer,,Sorter,,Sortuj,,Organizar,,Сорт.,,Triediť,,Sortiraj,,Çeşit,,Сорт.,,分类
AgOpenGPS,Culture\gStr,gsSound,,Sounds,,,,Lyde,,Töne,,,,Ääni,,,,Hangok,,Suoni,,Garsai,,Skaņas,,Geluiden,,Lyder,,Dzwieki,,,,Звуки,,,,Zvuk,,,,,,
AgOpenGPS,Culture\gStr,gsSouth,,South,,zSouth,,Syd,,Süden,,Sur,,Etelä,,Sud,,Dél,,Sud,,Pietūs,,Dienvidi,,Zuid,,Sør,,Południe,,Sul,,Юг,,Juh,,Jug,,Güneş ışığı,,Південь,,南极
AgOpenGPS,Culture\gStr,gsSpacing,,Spacing (cm),,zSpacing (cm),,Afstand (cm),,Abstand (cm),,Espaciado (cm),,Etäisyys (cm),,Espacement (cm),,Spacing (cm),,Spaziatura (cm),,Tarpai (cm),,Atstatums (cm),,Afstand (cm),,Avstand (cm),,Rozstaw (cm),,Espaçamento (cm),,Расстояние (см),,Rozostup (cm),,Razmak (cm),,Aralık (cm),,Інтервал (см),,间距 (cm)
AgOpenGPS,Culture\gStr,gsSpeedFactor,,Speed Factor,,,,,,Geschwindigkeitsfaktor,,,,Nopeuden kerroin,,Facteur de vitesse,,Sebesség arányos szorzó,,Coefficiente di Velocità,,Greičio faktorius,,Ātruma faktors,,Snelheid-Factor,,Hastighetsfaktor,,,,,,,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsSpeedo,,Speedo,,,,,,Tacho,,,,Nopeusmittari,,Compteur vitesse,,Sebességmérő,,Tachimetro,,Spidometras,,Spidometrs,,Kilometerteller,,Speedometer,,,,,,Спидометр,,,,Odometar,,,,,,
AgOpenGPS,Culture\gStr,gsStart,,Start,,,,,,,,,,Aloita,,Start,,Indítás,,Start,,Startas,,Sākt,,Start,,Start,,Start,,,,Начать,,,,Pokreni,,,,,,
AgOpenGPS,Culture\gStr,gsStartDeleteABoundary,,Start or Delete A Boundary,,zStart or Delete A Boundary,,Start Eller Slet Kant,,Schlaggrenze erstellen oder löschen,,Comience o borre un Lindero,,Aloita tai poista raja,,Démarrer ou supprimer bordure,,Határvonal kezdése vagy törlése,,Iniziare O Cancellare un Confine,,Ribos paleidimas arba naikinimas,,Sāciet vai dzēsiet robežu,,Start of verwijder perceelgrens,,Start eller slett en grense,,Rozpocznij lub usuń granicę,,Iniciar ou excluir um limite,,Запуск или удаление границы,,Vytvoriť alebo vymazať hranicu,,Kreiraj ili obriši granicu,,Bir Sınırı Başlatın veya Silin,,Почати або видал.межу,,开始或删除边界
AgOpenGPS,Culture\gStr,gsStartFullscreen,,Start Fullscreen,,,,,,Vollbildmodus,,,,Käynnistä Kokonäyttö,,,,Teljes kijelzőben indítás,,Apri a Schermo Intero,,Paleisti pilnu ekranu,,Palaist pilnekrāna režīmā,,Start volledig Scherm,,Start fullskjerm,,Start Fullscreen,,,,На весь экран,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsStartNewField,,Start New Field,,zStart New Field,,Start Ny Mark,,Neues Feld anlegen,,Empezar nueva Parcela,,Aloita uusi pelto,,Démarrer nouveau champ,,Új terület kezdése,,Iniziare un Nuovo Campo,,Pradėti naują lauką,,Sākt jaunu lauku,,Start nieuw perceel,,Start nytt felt,,Rozpocznij nowe pole,,Iniciar novo campo,,Начать новое поле,,Začať nové pole,,Novo polje,,Yeni Alan Başlat,,Почати нов. поле,,开始新田块
AgOpenGPS,Culture\gStr,gsStatus,,Status,,,,,,,,,,Tila,,Statut,,Státusz,,Status,,Statusas,,Statuss,,,,Status,,,,,,Статус,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsSteerAngle,,Steer Angle,,,,Styre vinkel,,Lenkwinkel,,,,Ohjauskulma,,Angle de braquage,,Kormányszög,,Angolo di Sterzata,,Posūkio kampas,,Stūres leņķis,,Stuurhoek,,Styringsvinkel,,Kąt skrętu,,,,,,,,Ugao zakretanja,,,,,,
AgOpenGPS,Culture\gStr,gsSteerBar,,Steering Bar,,,,Styrestang,,Lenklinie,,,,Opastin (nuoli),,Barre direction,,Kormányszög jelző,,Barra dello Sterzo,,Navigavimo juosta,,Stūres stienis,,,,Styringsstang,,,,,,,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsSteerChart,,Steer Charts,,,,Styre diagrammer,,Lenkdiagramm,,,,Ohjauskaavio,,Graph. direction,,Vezetés grafikonja,,Grafico dello Sterzo,,Vairavimo diagrama,,Stūrēšanas diagrammas,,Stuur grafiek,,Styringsdiagram,,Wykres Autoprowadzenia,,Gráficos de direção,,График управления,,,,Grafikoni upravljanja,,,,,,方向盘数据
AgOpenGPS,Culture\gStr,gsSteerEnable,,External Enable,,,,Ekstern aktivering,,Externe Aktivierung,,,,Ulkoinen Aktivointi,,Activation externe,,Kényelmi kapcoló,,Attivazione esterna,,Vairavimo paleidimas nuotoliu,,Attālā braukšanas uzsākšana,,Externe activatie,,Ekstern aktivering,,,,,,,,,,Eksterno pokretanje,,,,,,
AgOpenGPS,Culture\gStr,gsSteerInReverse,,Steer while reverse,,,,Autostyring baglæns,,Lenken bei Rückwärtsfahrt,,,,Ohjaa peruutettaessa,,Diriger en arrière,,Kormányzás hátramenetben,,Autoguida in Retromarcia,,Vairavimas atbulomis,,Stūrēšana  braucot atpakaļgaitā,,Automatisch sturen Achteruit,,Styr under rygging,,Kierowanie podczas cofania,,,,,,,,Upravljaj u rikverc,,,,,,
AgOpenGPS,Culture\gStr,gsSteerResponse,,Steer Response,,,,,,Lenkreaktion,,,,Ohjauksen Reaktiivisuus,,Réponse,,Kormányzás reakció,,Risposta sterzo,,Vairavimo greitis,,Stūres reakcija,,Stuur-reactie,,Styringsrespons,,,,,,,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsSteerSwitch,,Steer Switch,,,,Autostyring kontakt,,Lenkschalter,,,,Ohjauskytkin,,Switch de direction,,Kormány kapcsoló,,Interruttore Autoguida,,Vairavimo mygtukas,,Stūres slēdzis,,Stuur Schakelaar,,Styringsbryter,,,,,,Автопилот,,,,Prekidač upravljanja,,,,,,
AgOpenGPS,Culture\gStr,gsSteerWizard,,Steer Wizard,,zSteer Wizard,,,,Assistent Lenkeinstellungen,,Asistente de configuración de guiado,,Ohjauksen asetukset (avustettu),,Assistant Conduite,,Kormányzás varázsló,,Wizard Autoguida,,Vairavimo nustatymų vedlys,,Stūrēšanas iestatīšana,,Stuur-wizard,,Styringsveiviser,,Kreator kierowania,,Assistente de direção,,Первоначальная настройка,,Pomocník nastavenia,,Pomoćnik upravljanja,,,,Майстер рульового управління,,
AgOpenGPS,Culture\gStr,gsStopRecordPauseBoundary,,Stop Record Pause Boundary,,zStop Record Pause Boundary,,Stop Record Pause Af Kant,,Grenze aufzeichnen  pausieren  stoppen,,Parar Grabación pausa Linderos,,Rajan luominen,,Enregistrement de la Bordure,,Határvonal rögzítésének megállítása,,Stop Registrazione Pausa Confine,,Sustabdyti  pauzė  įrašinėti ribas,,Apturēt ierakstīšanu pauzēt robežu,,Stop opnemen Pauzeer perceelgrens,,Stop Record Pause Boundary,,Zatrzymaj nagrywanie  wstrzymaj granicę,,Parar Limite de Pausa de Gravação,,Граница остановки Записи Паузы,,Nahrávanie hranice,,Snimanje granice,,Durdur Kaydı Duraklat Sınır,,Зупин.запис Пауза Межа,,停止边界记录
AgOpenGPS,Culture\gStr,gsSvennArrow,,Svenn Arrow,,,,,,,,,,Svenn nuoli,,,,Svenn nyíl,,,,Svenn rodyklė,,Svena bulta,,Svenn Pijl,,Svenn pil,,,,,,Стрелка,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsTermsConditions,,Terms and Conditions for version: ,,,,,,Nutzungsbedingungen für die Version:,,,,Version ehdot:,,Termes et conditions de version,,Felhasználási feltételk a verzióhoz:,,Termini e Condizioni per la versione:,,Terminai ir sąlygos esamai versijai:,,Versijas noteikumi un nosacījumi:,,Algemene Voorwaarden van versie: ,,,,Warunki i zasady dla wersji:,,,,Условия и положения для версии:,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsTermsOne,,If you distribute copies of this FREE program  whether gratis or for a fee  improved  changed  you must pass on to the recipients the same freedoms that you received as Outlined in the GPLv3 License.,,,,Hvis du omdeler kopier af dette FRIE program  uanset om det er gratis eller mod betaling  forbedret  ændret  skal du give modtageren samme friheder som du modtog som det står i GPLv3 licensen,,Wenn Sie Kopien dieses KOSTENLOSEN Programms verteilen  sei es gratis oder gegen Gebühr  verbessert oder geändert  müssen Sie den Empfängern dieselben Freiheiten weitergeben  die Sie gemäß der GPLv3-Lizenz erhalten haben.,,,,Jos jaat tämän ILMAISEN ohjelman kopioita  joko ilmaiseksi tai maksua vastaan  parannettuna  muutettuna  sinun on siirrettävä vastaanottajille samat vapaudet  jotka olet saanut GPLv3-lisenssissä kuvatulla tavalla.,,Si vous distribuez des copies de ce programme GRATUIT  qu'elles soient gratuites ou payantes  améliorées ou modifiées  vous devez accorder aux destinataires les mêmes libertés que vous avez vous-même reçues  telles qu'énoncées dans la licence GPLv3.,,Ha ennek az INGYENES programnak a továbbfejlesztett vagy módosított példányait terjeszti  akár ingyenesen  akár térítés ellenében  akkor át kell adnia a címzetteknek ugyanazokat a szabadságjogokat  amelyeket a GPLv3 licencben leírtak szerint kapott.,,Se distribusci copie di questo PROGRAMMA GRATUITO  che tu lo faccia gratis o dietro pagamento  migliorato o modificato  devi trasmettere ai destinatari le stesse libertà a te concesse dalla Licenza GPLv3.,,Jei platinate šios NEMOKAMOS programos kopijas  nesvarbu  ar tai būtų nemokama  ar už tam tikrą mokestį  patobulintas  pakeistas  turite perduoti gavėjams tas pačias laisves  kurias gavote kaip nurodyta GPLv3 licencijoje.,,Ja izplatāt šīs BEZMAKSAS programmas kopijas  neatkarīgi no tā  vai tā ir bez maksas vai par maksu  uzlabotas  mainītas  jums ir jānodod saņēmējiem tās pašas brīvības  kuras saņēmāt saskaņā ar GPLv3 licenci.,,Als u kopieën van dit GRATIS programma verspreidt  hetzij gratis of tegen betaling  verbeterd of gewijzigd  moet u aan de ontvangers dezelfde vrijheden doorgeven die u zelf hebt ontvangen  zoals uiteengezet in de GPLv3-licentie.,,Hvis du distribuerer kopier av dette GRATIS programmet  enten gratis eller mot betaling  forbedret  endret  må du gi mottakerne de samme frihetene som du mottok i henhold til GPLv3-lisensen.,,Jeśli rozpowszechniasz kopie tego BEZPŁATNEGO programu  niezależnie od tego  czy za darmo  czy za opłatą  ulepszone  zmienione  musisz przekazać odbiorcom te same wolności  które otrzymałeś  zgodnie z licencją GPLv3.,,,,Если вы распространяете копии этой БЕСПЛАТНОЙ программы бесплатно  за плату  улучшенные  измененные  вы должны передать получателям те же свободы  которые вы получили  как указано в Лицензии GPLv3,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsTermsThree,,AgOpenGPS is strictly educational software to learn about guidance systems  GPS sentences  and theoretical application of machine control. It is in no way to be used on real equipment in any circumstance. A simulator is provided to allow the student to safely experience machine guidance. There are no safety systems in the software and none are implied. USE AT OWN RISK.,,,,AgOpenGPS er udelukkende undervisnings software  til at lære om autostyrings systemer  GPS meddelelser  og teoretisk tildeling af maskin kontrol. Det må på ingen måde bruges på rigtige maskiner.                                      En simulator er inkluderet for at tilbyde eleven  sikkert at opleve maskin styring. Der er ingen sikkerhedssystemer i softwaren  og ingen er underforstået. ANVENDELSE PÅ EGET RISIKO,,AgOpenGPS ist eine reine Lernsoftware zum Erlernen von Leitsystemen  GPS-Sätzen und der theoretischen Anwendung der Maschinensteuerung. Es besteht unter keinen Umständen die Möglichkeit  es auf realen Geräten zu verwenden. Damit die Schüler die Maschinenführung auf sichere Weise erleben können  steht ihnen ein Simulator zur Verfügung. Es sind keine Sicherheitssysteme in der Software vorhanden und auch keine impliziert. VERWENDUNG AUF EIGENES RISIKO.,,,,AgOpenGPS on tiukasti koulutusohjelmisto  jonka avulla voi oppia ohjausjärjestelmistä  GPS-lauseista ja koneenhallinnan teoreettisesta soveltamisesta. Sitä ei saa missään tapauksessa käyttää todellisissa laitteissa. Mukana on simulaattori  jonka avulla opiskelija voi kokea koneen ohjauksen turvallisesti. Ohjelmistossa ei ole turvajärjestelmiä. KÄYTTÖ OMALLA VASTUULLA.,,AgOpenGPS est un logiciel strictement pédagogique permettant d'apprendre les systèmes de guidage  les phrases GPS et les applications théoriques du contrôle des machines. Il ne doit en aucun cas être utilisé sur des équipements réels. Un simulateur est disponible pour permettre à l'étudiant d'utiliser en toute sécurité le guidage des machines expérimenté. Il n'y a aucun système de sécurité dans le logiciel et aucun n'est implicite. UTILISER À VOS PROPRES RISQUES.,,Az AgOpenGPS egy szigorúan oktató szoftver  amely a vezetőrendszerek  a GPS-mondatok és a gépvezérlés elméleti alkalmazásának megismerésére szolgál. Valódi berendezéseken semmilyen körülmények között nem használható. Egy szimulátor segítségével a tanuló biztonságosan tapasztalhatja meg a gépi irányítást. A szoftverben lévő biztonsági rendszerek ellenére is a gép kezelője a felelős az irányításért. HASZNÁLAT SAJÁT FELELŐSSÉGRE.,,AgOpenGPS è un software educativo sviluppato per conoscere i sistemi di guida  i messaggi GPS  e l'applicazione teorica del controllo macchine.                                                                                                                                                                          Non deve essere mai utilizzato su veicoli e attrezzature reali. Nel software è presente un simulatore che permette di sperimentare in sicurezza la guida autonoma di un veicolo.                                                                                                             Non ci sono sistemi di sicurezza all'interno del software nè espliciti nè impliciti.                                                            UTILIZZATELO A VOSTRO RISCHIO E PERICOLO.,,"""AgOpenGPS yra griežtai mokomoji programinė įranga  skirta sužinoti apie valdymo sistemas  GPS sakinius ir teorinį mašinos valdymo taikymą. Jokiu būdu jokiu būdu negalima naudoti tikroje įrangoje. Suteikiamas treniruoklis  kad mokinys galėtų saugiai patirti mašinos valdymą. Programinėje įrangoje nėra saugos sistemų ir jos nėra numanomos. NAUDOJIMAS SAVO RIZIKA.""",,"AgOpenGPS ir tikai izglītojoša programmatūra  lai uzzinātu par vadības sistēmām  GPS frāzēm un mašīnu vadības teorētisko pielietojumu. To nekādā gadījumā nedrīkst izmantot reālām iekārtām. Ir pieejams simulators  lai students varētu droši apgūt mašīnas vadību. Programmatūrā nav drošības sistēmu  un neviena no tām nav ietverta. IZMANTOJIET UZ SAVU RISKU.""",,AgOpenGPS is strikt educatieve software om te leren over geleidingssystemen  GPS-zinnen en theoretische toepassingen van machinebesturing. Het mag in geen geval op echte apparatuur worden gebruikt  in welke omstandigheid dan ook. Er is een simulator beschikbaar om de student veilig machinegeleiding te laten ervaren. Er zijn geen veiligheidssystemen in de software en er zijn er geen geïmpliceerd. GEBRUIK OP EIGEN RISICO.,,AgOpenGPS er strengt pedagogisk programvare for å lære om styringssystemer  GPS-setninger og teoretisk bruk av maskinstyring. Det skal på ingen måte brukes på ekte utstyr under noen omstendigheter. En simulator tilbys for å la studenten trygt oppleve maskinstyring. Det er ingen sikkerhetssystemer i programvaren  og ingen er implisert. BRUK PÅ EGEN RISIKO.,,AgOpenGPS to wyłącznie edukacyjne oprogramowanie do nauki o systemach nawigacyjnych  zdaniach GPS i teoretycznym zastosowaniu sterowania maszynami. W żadnym wypadku nie należy go używać na prawdziwym sprzęcie. Dostarczony jest symulator  aby umożliwić uczniowi bezpieczne doświadczenie prowadzenia maszyny. W oprogramowaniu nie ma systemów bezpieczeństwa i żadne nie są sugerowane. UŻYWAJ NA WŁASNE RYZYKO.,,,,AgOpenGPS - это исключительно образовательное программное обеспечение  предназначенное для изучения систем наведения  данных GPS и теоретического применения управления машиной. Оно ни в коем случае не предназначено для использования на реальном оборудовании  ни при каких обстоятельствах. Для того  чтобы студент мог безопасно управлять машиной  предусмотрен симулятор. В программном обеспечении нет систем безопасности  и они не подразумеваются. ИСПОЛЬЗУЙТЕ НА СВОЙ СТРАХ И РИСК.,,,,,,,,,,
