Project,File,Key,Comment,,Comment.af,.af,Comment.da,.da,Comment.de,.de,Comment.es,.es,Comment.fi,.fi,Comment.fr,.fr,Comment.hu,.hu,Comment.it,.it,Comment.lt,.lt,Comment.lv,.lv,Comment.nl,.nl,Comment.no,.no,Comment.pl,.pl,Comment.pt,.pt,Comment.ru,.ru,Comment.sk,.sk,Comment.sr,.sr,Comment.tr,.tr,Comment.uk,.uk,Comment.zh-CHS,.zh-CHS
AgOpenGPS,Culture\gStr,gsResume,,Resume,,zResume,,Genoptag,,Fortsetzen,,Continuar,,Jatkaa,,Reprendre,,Folytatás,,Continua,,Atnaujinti,,Turpin?t,,Hervat,,Fortsett,,Wznawianie,,Retomar,,??????????,,Obnovi? posledné,,Nastavi,,Devam et,,?????????,,??
AgOpenGPS,Culture\gStr,gsReverseDistance,,Reverse Distance,,,,,,Rückwärts Distanz,,,,Peruutus etäisyys,,Distance inversée,,Tolatás távolság,,Distanza Retromarcia,,Atgalinis atstumas,,Apgriezts att?lums,,Achteruit-Afstand,,Omvendt avstand,,Odwrócona odleg?o??,,,,,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsReverseSteer,,Reverse Detection,,,,,,Rückwärts Erkennung,,,,Peruutuksen tunnistus,,Inversion de sens,,Tolatás detektálás,,Identificazione Retromarcia,,Atbulinio aptikimas,,Atpaka?gaitas noteikšana,,Achteruit geleiding,,Omvendt deteksjon,,Wykrywanie wstecznego,,,,,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsRight,,Right,,,,Højre,,Rechts,,,,Oikea,,Droite,,Jobb,,Destra,,Dešin?,,Pareizi,,Rechts,,Høyre,,Prawo,,,,?????,,,,Desno,,,,,,
AgOpenGPS,Culture\gStr,gsRightMenu,,Right Menu,,,,Højre Menu,,Rechtes Menü,,,,Oikea Valikko,,Menu droite,,Jobb Menü,,Menù di Destra,,Dešinys menu,,Lab?s puses izv?lne,,Rechter Menu,,Høyre-meny,,Prawe Menu,,,,?????? ????,,,,Desni meni,,,,,,
AgOpenGPS,Culture\gStr,gsRollFilter,,Roll Filter,,,,,,Rollfilter,,,,Gyroskoopin Suodatus,,Filtre du roulis,,D?lés sz?r?,,Filtro Rollio,,Pasvirimo filtras,,Sl?puma filtrs,,Gyroscoop Filter,,Tilt-filter,,,,,,?????? ???????,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsS_East,,SE,,zSE,,SydØst,,Südosten,,Este,,Kaakko,,Est,,Délkelet,,Sud Est,,Pietry?iai,,DAustrumi,,ZuidOost,,Sørøst,,Pd-Wsch,,SE,,???-??????,,Východ,,Jugoistok,,GD,,????????? ????,,?
AgOpenGPS,Culture\gStr,gsS_West,,SW,,zSW,,SydVest,,Südwesten,,SudOeste,,Lounas,,Sud Ouest,,Délnyugat,,Sud Ovest,,Pietvakariai,,DRietumi,,ZuidWest,,Sørvest,,Pd-Zach,,SO,,???-?????,,JuhZápad,,Jugo zapad,,GB,,????????? ?????,,?
AgOpenGPS,Culture\gStr,gsSaveAndReturn,,Save and Return,,zSave and Return,,Gem Og Vend Tilbage,,Speichern und zurück,,Guardar y Volver,,Tallenna ja palaa,,Sauver et retour,,Mentés és visszatérés,,Salva E Ritorna,,Išsaugoti ir gr?žti,,Saglab?t un atgriezties,,Opslaan en terug,,Lagre og returner,,Zapisz i powró?,,Salvar e retornar,,????????? ? ?????????,,Uloži? a vráti?,,Sa?uvaj,,Kaydet ve Geri Dön,,??????. ? ???????????,,?????
AgOpenGPS,Culture\gStr,gsSaveAs,,Save As,,zSave As,,Gem Som,,Speichern unter,,Guardar como,,Tallenna nimellä,,Enregistrer sous,,Mentés másként,,Salva Come,,?rašyti kaip,,Saglab?t k?,,Opslaan als,,Lagre som,,Zapisz jako,,Salvar como,,????????? ???,,Uloži? ako,,Sa?uvaj kao,,Farkl? kaydet,,???????? ??,,???
AgOpenGPS,Culture\gStr,gsScreenButtons,,Screen Buttons,,,,Skærm knapper,,Bildschirmtasten,,,,Näytön Napit,,Ecran bouttons,,Kijelz? gombok,,Pulsanti a Schermo,,Ekrano mygtukai,,Ekr?na pogas,,Scherm Knoppen,,Skjermknapper,,Przyciski ekranowe,,,,?????? ?? ??????,,,,Dugmad ekrana,,,,,,
AgOpenGPS,Culture\gStr,gsSectionColorsSet,,Set Section Colors,,,,Indstil section farver,,Sektionsfarben,,,,Aseta Lohkojen Värit,,Couleurs de sections,,Szakasz színek,,Colori delle Sezioni,,Nustatyti sekcij? spalvas,,Iestatiet sekciju kr?sas,,Stel sectie kleuren in,,Sett seksjonsfarger,,Ustaw kolory sekcji,,,,????????? ?????? ??????,,,,Podešavanje boja sekcija,,,,,,
AgOpenGPS,Culture\gStr,gsSectionLines,,Section Lines,,,,Sektion linjer,,Abschnitts Linien,,,,Lohkojen Linjat,,Lignes de sections,,Szakasz határvonalak,,Linee di Sezione,,Sekcij? linijos,,Sekciju l?nijas,,Sectie scheidingslijnen,,Seksjonslinjer,,Linie sekcji,,,,?????????????? ????? ???????,,,,Linije sekcija,,,,,,
AgOpenGPS,Culture\gStr,gsSections,,Sections:,,,,Sektioner,,Reihen:,,,,Lohkoja:,,Sections:,,Szakaszok:,,Sezioni:,,Sekcijos:,,Sekcijas:,,Secties:,,Skesjoner:,,Sekcje:,,,,??????:,,,,Sekcije: ,,,,,,
AgOpenGPS,Culture\gStr,gsSelectButtons,,Select Buttons,,,,Vælg knapper,,Auswahl Tasten,,,,Valitse Napit,,Selec. boutons,,Gombok választása,,Pulsanti di Selezione,,Pasirinkti mygtukus,,Izv?lieties Pogas,,Kies Knoppen,,Velg knapper,,Wybierz przyciski,,,,???????? ??????,,,,Izaberi dugme,,,,,,
AgOpenGPS,Culture\gStr,gsSelectPreset,,Select Preset Color,,,,Vælg preset farve,,Voreingestellte Farbe auswählen,,,,Valitse Oletus Väri,,Couleurs prédéfinie,,El?redefiniált színek,,Selezione Colore Preimpostato,,Pasirinkti numatyt? spalv?,,Izv?lieties noklus?juma kr?su,,Kies kleuren Preset,,Velg forhåndsinnstilt farge,,,,,,????? ?????,,,,Izaberi boju,,,,,,
AgOpenGPS,Culture\gStr,gsSendAndSave,,Send + Save,,,,Send + gem,,Senden + Speichern,,,,Lähetä ja Tallenna,,Envoyer + Sauver,,Ment és küld,,Invia + Salva,,Užkrauti ir išsaugoti,,S?t?t + Saglab?t,,Verstuur + Opslaan,,Send + Lagre,,Wy?lij + Zapisz,,,,?????????,,,,Pošalji i sa?uvaj,,,,,,
AgOpenGPS,Culture\gStr,gsSentToMachineModule,,Sent To Machine Module,,zSent To Machine Module,,Send Til Maskinmodul,,Zum Maschinen Modul senden,,Enviar al módulo PCB,,Lähetetty konemoduuliin,,Envoyer au module Machine,,Eszközmodulra elküldve,,Invia Al Modulo Attrezzo,,Išsi?sta ? mašinos modul?,,Nos?t?ts uz maš?nas moduli,,Verstuur naar machine-besturing,,Sendt til maskinmodul,,Wys?ano do modu?u maszyny,,Enviado para o módulo da máquina,,?????????? ? ???????? ??????,,Posla? do Modulu stroja,,Poslato na modul mašine,,Makine Modülüne Gönderildi,,??????????? ? ???????? ??????,,?????
AgOpenGPS,Culture\gStr,gsSetPoint,,SetPoint,,zSetPoint,,Setpunkt,,Sollwert,,Punto de ajuste,,Asetuspiste,,Consigne,,Pontbeállítás,,Impostato,,Nustatytas taškas,,Iestat?t punktu,,Setpunt,,Sett punkt,,Ustaw punkt,,Ponto de ajuste,,???????? ????????,,Požadovaný,,Podesi ta?ku,,Ayar Noktas?,,????? ????????.,,???
AgOpenGPS,Culture\gStr,gsShiftGPSPosition,,Shift GPS Position (cm),,zShift GPS Position (cm),,Skift GPS Position cm,,GPS Position verschieben (cm),,Cambiar posición GPS(cm),,Siirrä GPS -sijainti (CM),,Décaler la position GPS (cm),,GPS pozíció elmozdítása (cm),,Sposta La Posizione GPS (cm),,Paslinkti GPS pad?t? (cm),,GPS poz?cijas mai?a (cm),,Verschuif GPS Positie (cm),,Forskyv GPS-posisjon (cm),,Przesuni?cie pozycji GPS (cm),,Mudar posição GPS (cm),,????? ????????? GPS (??),,Posun GPS pozície (cm),,Pomeraj pocizije (cm),,GPS Konumunu De?i?tir (cm),,???? GPS ?????. (??),,??GPS?? (cm)
AgOpenGPS,Culture\gStr,gsShutdown,,Shutdown,,,,,,Herunterfahren,,,,Sammuta,,Fermer,,Leállítás,,Spegnimento,,Išjingti,,Izsl?gšana,,Uit zetten,,Nedstengning,,Zamknij,,,,??????????,,,,Gašenje,,,,,,
AgOpenGPS,Culture\gStr,gsShutdownIn,,Shutdown in:,,,,,,Herunterfahren in:,,,,Sammuu:,,Fermer dans:,,Leállítás másodperc múlva:,,Spegnimento In:,,Išjungti už:,,Izsl?gšana:,,Uitzetten over:,,,,Zamknij w:,,,,??????????:,,,,Gašenje za,,,,,,
AgOpenGPS,Culture\gStr,gsSideHillComp,,Side Hill per Degree Compensation,,,,,,Seitenzug,,,,Sivuttaisen kallistuksen komepensointi / aste,,Compensation inclinaison,,Extra kormányszög a d?lés arányában,,Compensatore di Pendenza Collina,,Pakaln?s posvyrio kompensacija,,Nog?zes sl?puma kompens?cija,,Helling-Compensatie,,Sidehelling kompensasjon per grad,,,,,,,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsSimpleTramLines,,Simple Trams Creator,,,,Dan Simpel kørespor ,,Fahrgassen,,,,Ajourien luonti (suppea),,,,Egyszer? m?vel?t készít?,,Configurazione Corsie di Passaggio,,Paprast? v?ži? k?rimas,,Vienk?ršu teh. sliežu veidošna,,Maak Eenvoudige Spuitpaden,,Lag enkle sprøytespor,,Prosty kreator ?cie?ek,,,,???????? ???.?????,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsSimulatorOn,,Simulator On,,zSimulator On,,Simulator Tændt,,Simulator Ein,,Simulador Activado,,Simulaattori päällä,,Simulateur,,Szimulátor bekapcsolva,,Simulatore Attivo,,Simuliatorius ?jungtas,,Simulators iesl?gts,,Simulator Aan,,Simulator på,,W??cz symulator,,Simulador ativado,,????????? ???????,,Simulátor zapnutý,,Simulator aktivan,,Simülatör Aç?k,,???????? ?????.,,????
AgOpenGPS,Culture\gStr,gsSingleAntennaSetting,,Single Antenna Settings,,,,,,Single Setup,,,,Asetukset 1 GPS-antenni,,Paramètre simple antenne,,1 antennás beállítások,,Configurazioni Singola Antenna,,Vienos antenos sist. nustatymai,,Iestat?jumi sist?mai ar vienu antenu,,1 Antenne,,Innstillinger for én antenne,,Ustawienia pojedynczej anteny,,,,????????? ? ????? ????????,,,,Podešavanje jedne antene,,,,,,
AgOpenGPS,Culture\gStr,gsSlow,,Slow,,,,Langsom,,Langsam,,,,Hidas,,Lent,,Lassú,,Rallenta,,,,L?ni,,Traag,,Sakte,,Powoli,,,,,,,,Polako,,,,,,
AgOpenGPS,Culture\gStr,gsSlowDownBelow,,Slow Down Below,,zSlowDownBelow,,Kør langsommere end!,,Langsamer fahren als,,Reduzca la velocidad por debajo,,Hidasta alle,,Ralentir en dessous,,Lassíts le ez alá,,Guida sotto i,,Sul?tinkite temp? ,,Pal?nin?t zem?k,,Vertraag hieronder,,Sakke ned under,,Zwolnij poni?ej,,Desacelere abaixo,,????????? ????????,,Spoma?  pod,,Uspori ispod,,,,????????? ???? ???? ?????,,
AgOpenGPS,Culture\gStr,gsSmooth,,Smooth,,,,Udglat,,Glätten,,,,Sileä,,Lisser,,Simítás,,Smussare ,,Gludinimas,,Nogludin?t,,Afvlakken,,Jevn ut,,,,,,??????,,,,Ublaži,,,,,,
AgOpenGPS,Culture\gStr,gsSmoothABCurve,,Smooth AB Curve,,zSmooth AB Curve,,Udglat Ab Kurve,,A-B-Kurve glätten,,Curva AB Suave,,Tasoita AB -käyrä,,Courbe AB lisse,,AB görbe simítása,,Smussare Curva AB,,Gludinta AB kreiv?,,Nogludin?t AB l?kni,,AB-curve Glad strijken,,Jevn ut AB-kurve,,Wyg?adzanie krzywej AB,,Curva AB suave,,??????????? ?????? (??),,Vyrovna? AB krivku,,Ublaži AB krivu,,Düzgün AB E?risi,,?????. ????? ??,,??AB?
AgOpenGPS,Culture\gStr,gsSort,,Sort,,zSort,,Sorter,,Sortieren,,Ordenar,,Järjestä,,Trier,,Rendezés,,Ordina,,Rikiuoti,,K?rtot,,Sorteer,,Sorter,,Sortuj,,Organizar,,????.,,Triedi?,,Sortiraj,,Çe?it,,????.,,??
AgOpenGPS,Culture\gStr,gsSound,,Sounds,,,,Lyde,,Töne,,,,Ääni,,,,Hangok,,Suoni,,Garsai,,Ska?as,,Geluiden,,Lyder,,Dzwieki,,,,?????,,,,Zvuk,,,,,,
AgOpenGPS,Culture\gStr,gsSouth,,South,,zSouth,,Syd,,Süden,,Sur,,Etelä,,Sud,,Dél,,Sud,,Piet?s,,Dienvidi,,Zuid,,Sør,,Po?udnie,,Sul,,??,,Juh,,Jug,,Güne? ?????,,???????,,??
AgOpenGPS,Culture\gStr,gsSpacing,,Spacing (cm),,zSpacing (cm),,Afstand (cm),,Abstand (cm),,Espaciado (cm),,Etäisyys (cm),,Espacement (cm),,Spacing (cm),,Spaziatura (cm),,Tarpai (cm),,Atstatums (cm),,Afstand (cm),,Avstand (cm),,Rozstaw (cm),,Espaçamento (cm),,?????????? (??),,Rozostup (cm),,Razmak (cm),,Aral?k (cm),,???????? (??),,?? (cm)
AgOpenGPS,Culture\gStr,gsSpeedFactor,,Speed Factor,,,,,,Geschwindigkeitsfaktor,,,,Nopeuden kerroin,,Facteur de vitesse,,Sebesség arányos szorzó,,Coefficiente di Velocità,,Grei?io faktorius,,?truma faktors,,Snelheid-Factor,,Hastighetsfaktor,,,,,,,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsSpeedo,,Speedo,,,,,,Tacho,,,,Nopeusmittari,,Compteur vitesse,,Sebességmér?,,Tachimetro,,Spidometras,,Spidometrs,,Kilometerteller,,Speedometer,,,,,,?????????,,,,Odometar,,,,,,
AgOpenGPS,Culture\gStr,gsStart,,Start,,,,,,,,,,Aloita,,Start,,Indítás,,Start,,Startas,,S?kt,,Start,,Start,,Start,,,,??????,,,,Pokreni,,,,,,
AgOpenGPS,Culture\gStr,gsStartDeleteABoundary,,Start or Delete A Boundary,,zStart or Delete A Boundary,,Start Eller Slet Kant,,Schlaggrenze erstellen oder löschen,,Comience o borre un Lindero,,Aloita tai poista raja,,Démarrer ou supprimer bordure,,Határvonal kezdése vagy törlése,,Iniziare O Cancellare un Confine,,Ribos paleidimas arba naikinimas,,S?ciet vai dz?siet robežu,,Start of verwijder perceelgrens,,Start eller slett en grense,,Rozpocznij lub usu? granic?,,Iniciar ou excluir um limite,,?????? ??? ???????? ???????,,Vytvori? alebo vymaza? hranicu,,Kreiraj ili obriši granicu,,Bir S?n?r? Ba?lat?n veya Silin,,?????? ??? ?????.????,,???????
AgOpenGPS,Culture\gStr,gsStartFullscreen,,Start Fullscreen,,,,,,Vollbildmodus,,,,Käynnistä Kokonäyttö,,,,Teljes kijelz?ben indítás,,Apri a Schermo Intero,,Paleisti pilnu ekranu,,Palaist pilnekr?na rež?m?,,Start volledig Scherm,,Start fullskjerm,,Start Fullscreen,,,,?? ???? ?????,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsStartNewField,,Start New Field,,zStart New Field,,Start Ny Mark,,Neues Feld anlegen,,Empezar nueva Parcela,,Aloita uusi pelto,,Démarrer nouveau champ,,Új terület kezdése,,Iniziare un Nuovo Campo,,Prad?ti nauj? lauk?,,S?kt jaunu lauku,,Start nieuw perceel,,Start nytt felt,,Rozpocznij nowe pole,,Iniciar novo campo,,?????? ????? ????,,Za?a? nové pole,,Novo polje,,Yeni Alan Ba?lat,,?????? ???. ????,,?????
AgOpenGPS,Culture\gStr,gsStatus,,Status,,,,,,,,,,Tila,,Statut,,Státusz,,Status,,Statusas,,Statuss,,,,Status,,,,,,??????,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsSteerAngle,,Steer Angle,,,,Styre vinkel,,Lenkwinkel,,,,Ohjauskulma,,Angle de braquage,,Kormányszög,,Angolo di Sterzata,,Pos?kio kampas,,St?res le??is,,Stuurhoek,,Styringsvinkel,,K?t skr?tu,,,,,,,,Ugao zakretanja,,,,,,
AgOpenGPS,Culture\gStr,gsSteerBar,,Steering Bar,,,,Styrestang,,Lenklinie,,,,Opastin (nuoli),,Barre direction,,Kormányszög jelz?,,Barra dello Sterzo,,Navigavimo juosta,,St?res stienis,,,,Styringsstang,,,,,,,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsSteerChart,,Steer Charts,,,,Styre diagrammer,,Lenkdiagramm,,,,Ohjauskaavio,,Graph. direction,,Vezetés grafikonja,,Grafico dello Sterzo,,Vairavimo diagrama,,St?r?šanas diagrammas,,Stuur grafiek,,Styringsdiagram,,Wykres Autoprowadzenia,,Gráficos de direção,,?????? ??????????,,,,Grafikoni upravljanja,,,,,,?????
AgOpenGPS,Culture\gStr,gsSteerDescription,,"Button - Push On. Push Off
Switch - Pushed On, Release Off",,,,,,Kein / Taster / Schalter,,,,"Nappi = Hetkellinen
Kytkin = Lukkiutuva",,"Bouton - Appuie On, Appuie Off
Switch - interrupteur On / Off
",,"Gomb - Megnyom be, Megnyom ki
Kapcsoló - Benyom be, Elenged ki",,"Pulsante - Premere per attivare,  Premere per disattivare           Interruttore - Spingere per attivare, Rilasciare per disattivare",,Nefiksuojantis mygtukas: ?jungta/išjungta.         Fiksuojantis mygtukas: ?jungta/išjungta,,"Poga — nospiediet iesl?gts/ nospiediet izsl?gts
 Sl?dzis - iesl?gšanas / izsl?gšanas sl?dzis",,,,"Knapp - Trykk på. Trykk av bryter - Trykket på, slipp av",,,,,,,,,,"Dugme - Pritisni za pokretanje/zaustavljanje navo?enja
Prekida? - Uklju?i/isklju?i",,,,,,
AgOpenGPS,Culture\gStr,gsSteerEnable,,External Enable,,,,Ekstern aktivering,,Externe Aktivierung,,,,Ulkoinen Aktivointi,,Activation externe,,Kényelmi kapcoló,,Attivazione esterna,,Vairavimo paleidimas nuotoliu,,Att?l? braukšanas uzs?kšana,,Externe activatie,,Ekstern aktivering,,,,,,,,,,Eksterno pokretanje,,,,,,
AgOpenGPS,Culture\gStr,gsSteerInReverse,,Steer while reverse,,,,Autostyring baglæns,,Lenken bei Rückwärtsfahrt,,,,Ohjaa peruutettaessa,,Diriger en arrière,,Kormányzás hátramenetben,,Autoguida in Retromarcia,,Vairavimas atbulomis,,"St?r?šana, braucot atpaka?gait?",,Automatisch sturen Achteruit,,Styr under rygging,,Kierowanie podczas cofania,,,,,,,,Upravljaj u rikverc,,,,,,
AgOpenGPS,Culture\gStr,gsSteerResponse,,Steer Response,,,,,,Lenkreaktion,,,,Ohjauksen Reaktiivisuus,,Réponse,,Kormányzás reakció,,Risposta sterzo,,Vairavimo greitis,,St?res reakcija,,Stuur-reactie,,Styringsrespons,,,,,,,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsSteerSwitch,,Steer Switch,,,,Autostyring kontakt,,Lenkschalter,,,,Ohjauskytkin,,Switch de direction,,Kormány kapcsoló,,Interruttore Autoguida,,Vairavimo mygtukas,,St?res sl?dzis,,Stuur Schakelaar,,Styringsbryter,,,,,,?????????,,,,Prekida? upravljanja,,,,,,
AgOpenGPS,Culture\gStr,gsSteerWizard,,Steer Wizard,,zSteer Wizard,,,,Assistent Lenkeinstellungen,,Asistente de configuración de guiado,,Ohjauksen asetukset (avustettu),,Assistant Conduite,,Kormányzás varázsló,,Wizard Autoguida,,Vairavimo nustatym? vedlys,,St?r?šanas iestat?šana,,Stuur-wizard,,Styringsveiviser,,Kreator kierowania,,Assistente de direção,,?????????????? ?????????,,Pomocník nastavenia,,Pomo?nik upravljanja,,,,??????? ????????? ??????????,,
AgOpenGPS,Culture\gStr,gsStopRecordPauseBoundary,,Stop Record Pause Boundary,,zStop Record Pause Boundary,,Stop Record Pause Af Kant,,"Grenze aufzeichnen, pausieren, stoppen",,Parar Grabación pausa Linderos,,Rajan luominen,,Enregistrement de la Bordure,,Határvonal rögzítésének megállítása,,Stop Registrazione Pausa Confine,,"Sustabdyti, pauz?, ?rašin?ti ribas",,Aptur?t ierakst?šanu pauz?t robežu,,Stop opnemen Pauzeer perceelgrens,,Stop Record Pause Boundary,,"Zatrzymaj nagrywanie, wstrzymaj granic?",,Parar Limite de Pausa de Gravação,,??????? ????????? ?????? ?????,,Nahrávanie hranice,,Snimanje granice,,Durdur Kayd? Duraklat S?n?r,,?????.????? ????? ????,,??????
AgOpenGPS,Culture\gStr,gsSvennArrow,,Svenn Arrow,,,,,,,,,,Svenn nuoli,,,,Svenn nyíl,,,,Svenn rodykl?,,Svena bulta,,Svenn Pijl,,Svenn pil,,,,,,???????,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsTermsConditions,,Terms and Conditions for version: ,,,,,,Nutzungsbedingungen für die Version:,,,,Version ehdot:,,Termes et conditions de version,,Felhasználási feltételk a verzióhoz:,,Termini e Condizioni per la versione:,,Terminai ir s?lygos esamai versijai:,,Versijas noteikumi un nosac?jumi:,,Algemene Voorwaarden van versie: ,,,,Warunki i zasady dla wersji:,,,,??????? ? ????????? ??? ??????:,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsTermsOne,,"If you distribute copies of this FREE program, whether gratis or for a fee, improved, changed, you must pass on to the recipients the same freedoms that you received as Outlined in the GPLv3 License.",,,,"Hvis du omdeler kopier af dette FRIE program, uanset om det er gratis eller mod betaling, forbedret, ændret, skal du give modtageren samme friheder som du modtog som det står i GPLv3 licensen",,"Wenn Sie Kopien dieses KOSTENLOSEN Programms verteilen, sei es gratis oder gegen Gebühr, verbessert oder geändert, müssen Sie den Empfängern dieselben Freiheiten weitergeben, die Sie gemäß der GPLv3-Lizenz erhalten haben.",,,,"Jos jaat tämän ILMAISEN ohjelman kopioita, joko ilmaiseksi tai maksua vastaan, parannettuna, muutettuna, sinun on siirrettävä vastaanottajille samat vapaudet, jotka olet saanut GPLv3-lisenssissä kuvatulla tavalla.",,"Si vous distribuez des copies de ce programme GRATUIT, qu'elles soient gratuites ou payantes, améliorées ou modifiées, vous devez accorder aux destinataires les mêmes libertés que vous avez vous-même reçues, telles qu'énoncées dans la licence GPLv3.",,"Ha ennek az INGYENES programnak a továbbfejlesztett vagy módosított példányait terjeszti, akár ingyenesen, akár térítés ellenében, akkor át kell adnia a címzetteknek ugyanazokat a szabadságjogokat, amelyeket a GPLv3 licencben leírtak szerint kapott.",,"Se distribusci copie di questo PROGRAMMA GRATUITO, che tu lo faccia gratis o dietro pagamento, migliorato o modificato, devi trasmettere ai destinatari le stesse libertà a te concesse dalla Licenza GPLv3.",,"Jei platinate šios NEMOKAMOS programos kopijas, nesvarbu, ar tai b?t? nemokama, ar už tam tikr? mokest?, patobulintas, pakeistas, turite perduoti gav?jams tas pa?ias laisves, kurias gavote kaip nurodyta GPLv3 licencijoje.",,"Ja izplat?t š?s BEZMAKSAS programmas kopijas, neatkar?gi no t?, vai t? ir bez maksas vai par maksu, uzlabotas, main?tas, jums ir j?nodod sa??m?jiem t?s pašas br?v?bas, kuras sa??m?t saska?? ar GPLv3 licenci.",,"Als u kopieën van dit GRATIS programma verspreidt, hetzij gratis of tegen betaling, verbeterd of gewijzigd, moet u aan de ontvangers dezelfde vrijheden doorgeven die u zelf hebt ontvangen, zoals uiteengezet in de GPLv3-licentie.",,"Hvis du distribuerer kopier av dette GRATIS programmet, enten gratis eller mot betaling, forbedret, endret, må du gi mottakerne de samme frihetene som du mottok i henhold til GPLv3-lisensen.",,"Je?li rozpowszechniasz kopie tego BEZP?ATNEGO programu, niezale?nie od tego, czy za darmo, czy za op?at?, ulepszone, zmienione, musisz przekaza? odbiorcom te same wolno?ci, które otrzyma?e?, zgodnie z licencj? GPLv3.",,,,"???? ?? ??????????????? ????? ???? ?????????? ????????? ?????????, ?? ?????, ??????????, ??????????, ?? ?????? ???????? ??????????? ?? ?? ???????, ??????? ?? ????????, ??? ??????? ? ???????? GPLv3",,,,,,,,,,
